reporting_event_number,report_id,event_start_date,approval_status,precinct,beat,crime_description_1,victim_age_1,subject_age_1,subject_ethnicity_1,victim_ethnicity_1,subject_gender_1,victim_gender_1,subject_race_1,victim_race_1,narrative
60767757858,99319,3/4/2020 12:11,UCR Approved,West,Q1,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,41,-1,Unknown,Unknown,Unknown,Female,Unknown,Unknown, A resident of 789 Maple Court reported their SUV stolen from the street in front of their home The victim stated that their gray Toyota Highlander was taken sometime during the night
65103815567,108366,11/10/2022 13:09,UCR Approved,North,N1,RCW - 9A.52.030 | BURGLARY 2,-1,-1,Unknown,-,Male,-,Unknown,-," A resident of 789 Oak Lane returned home to discover their apartment had been burglarized The victim reported that valuables, including electronics and jewelry, were missing Investigators are canvassing the area for potential witnesses"
12156788042,34,3/14/2022 14:23,UCR Approved,Southwest,F2,SMC - 12A.08.060 | THEFT-OTH,39,-1,-,-,Male,Male,Asian,Unknown, A resident of 789 Oak Street reported vandalism to their property Graffiti was sprayed on the exterior walls overnight The incident is under investigation
19526906566,83071,9/7/2022 9:55,UCR Approved,North,J1,SMC - 12A.08.120 | VEHICLE PROWLING,34,-1,-,Not Hispanic Or Latino,-,Female,-,White," A resident of 789 Pine Lane reported their car had been prowled overnight The victim discovered that their vehicle's windows were smashed, and personal belongings were stolen from inside, including a laptop and a wallet Police are canvassing the area for surveillance footage and potential witnesses"
54310024268,108385,3/27/2022 12:56,Pending Approval,North,J2,RCW - 9A.52.030 | BURGLARY 2,-1,-1,Unknown,-,Unknown,-,Unknown,-," A resident of 789 Willow Street reported a burglary at their home The victim stated that entry was gained through a window, and electronics and personal belongings were stolen Officers are conducting interviews with neighbors to gather information"
18793388478,76127,1/1/2020 14:18,UCR Approved,North,L3,Crisis,-1,62,Not Hispanic Or Latino,-,Female,-,White,-, A resident reported a possible case of identity theft after discovering unauthorized accounts opened in their name The case is under investigation by the financial crimes unit
18625877665,86653,1/1/2020 13:28,UCR Approved,North,U2,SMC - 12A.08.060 | THEFT-OTH,52,-1,-,Not Hispanic Or Latino,-,Female,-,White," A resident reported a suspicious package left on their doorstep The area was cordoned off, and the bomb squad was called in to investigate the package"
62250986517,102463,1/1/2020 14:12,UCR Approved,West,D2,-,40,-1,Unknown,Unknown,Unknown,Male,Unknown,Unknown," A resident reported ongoing harassment from a neighbor, including verbal threats and intimidation Officers spoke to both parties and mediated the dispute"
24201180088,92622,1/1/2020 13:16,UCR Approved,North,U2,Disturbance-Family-No Crime,-1,34,Unknown,-,Female,-,Black or African American,-," A resident reported vandalism to their property, with windows broken and graffiti sprayed on the exterior walls The incident is under investigation, and efforts are being made to identify the perpetrators"
64376213480,108382,5/15/2022 14:48,UCR Approved,North,B3,RCW - 9A.52.030 | BURGLARY 2,-1,-1,Unknown,-,Male,-,White,-," A restaurant owner on 567 Cedar Court reported a break-in at their establishment The back door was found forced open, and the cash register was emptied Forensic specialists are processing the scene for evidence"
12205095736,41,8/23/2022 14:31,UCR Approved,West,Q3,RCW - 9A.36.041 | ASSAULT - ASSAULT 4,23,-1,-,-,-,Female,-,White, A store manager at 234 Walnut Avenue reported shoplifting Surveillance footage showed an individual concealing merchandise in their bag and leaving without paying The suspect was apprehended by officers nearby
12147538046,40,7/13/2020 14:20,UCR Approved,South,S1,RCW - 9A.36.045 | DRIVE BY SHOOTING,58,-1,-,Unknown,-,Female,-,Unknown," A suspicious package was found outside the municipal building The area was evacuated, and the bomb squad was called in to assess the situation It was determined to be a false alarm"
12144472304,43,2/17/2021 11:25,UCR Approved,North,B3,Disturbance-Family-No Crime,-1,-1,Not Hispanic Or Latino,-,Female,-,White,-, An elderly resident of 456 Spruce Drive reported a scam phone call from someone claiming to be from the IRS The caller requested personal information and threatened legal action The incident was reported to authorities
59257762622,108951,1/1/2020 13:10,UCR Approved,-,-,SMC - 12A.08.060 | THEFT-BUILDING,27,-1,Unknown,Not Hispanic Or Latino,Unknown,Female,Unknown,Black or African American," Investigated a case of mail theft where several mailboxes in a residential area were broken into Postal authorities were notified, and surveillance footage is being reviewed"
61315258577,101719,1/1/2020 15:58,Approved,North,J1,Dispute-Other,-1,39,Unknown,-,Female,-,White,-, Investigated a report of a break-in at a local business where valuable equipment was stolen Surveillance footage is being reviewed to identify the suspects
60880691715,103994,1/1/2020 16:23,UCR Approved,North,N1,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,43,-1,Unknown,Not Hispanic Or Latino,Unknown,Male,Unknown,White, Investigated a report of a counterfeit money operation at a local convenience store The store owner was cooperating with authorities to identify the source of the counterfeit bills
13437931261,21287,1/2/2020 8:32,UCR Approved,West,D1,Disturbance-Family-No Crime,-1,27,-,-,Male,-,Black or African American,-, Investigated a report of a hit-and-run accident where a vehicle struck a pedestrian and fled the scene Witnesses provided a description of the fleeing vehicle for further investigation
17827982622,76806,1/1/2020 13:57,UCR Approved,West,Q3,Disturbance-Family-No Crime,-1,30,Unknown,-,Male,-,Black or African American,-," Investigated a report of a stolen bicycle from a residential garage The owner provided a description of the bike, and patrols were increased in the area to locate it"
13861764495,21669,1/1/2020 15:50,UCR Approved,East,C1,SMC - 12A.08.020 | PROPERTY DESTRUCTION (1ST DEGREE) - NON RESIDENTIAL,57,-1,-,-,-,Female,-,White, Investigated a report of a suspicious individual loitering outside a bank ATM Officers arrived and found the individual to be in possession of stolen credit cards
13517412574,29577,1/2/2020 8:00,UCR Approved,North,B2,Narcotics Activity Report (NAR),-1,-1,-,-,-,-,-,-, Investigated a report of a suspicious individual loitering outside a bank Officers arrived and found the individual to be in possession of stolen checks
22554994076,90637,1/2/2020 8:51,UCR Approved,North,N3,Disturbance-Family-No Crime,-1,49,Not Hispanic Or Latino,-,Female,-,Native Hawaiian or Other Pacific Islander,-, Investigated a report of a suspicious individual loitering outside a school Officers arrived and found the
21560749775,88352,1/1/2020 16:38,UCR Approved,West,Q2,Disturbance-Family-No Crime,-1,60,Not Hispanic Or Latino,-,Female,-,Black or African American,-, Investigated a report of a suspicious vehicle parked outside a school with occupants acting suspiciously Officers arrived and found the occupants to be in possession of illegal drugs
18443871147,85822,1/1/2020 14:55,UCR Approved,Southwest,F3,SMC - 12A.08.020 | PROPERTY DESTRUCTION (1ST DEGREE) - NON RESIDENTIAL,33,-1,-,Unknown,-,Female,-,White, Investigated a report of animal cruelty where a dog was found abandoned without food or water in a backyard Animal control was notified to rescue the animal
20660339816,82061,1/1/2020 14:14,UCR Approved,North,B1,SMC - 12A.08.060 | THEFT-SHOPLIFT,-1,-1,-,-,Female,-,White,-, Investigated a report of illegal dumping in a public park where large amounts of trash were found scattered across the grounds Efforts are being made to identify the responsible parties
19162604413,87980,1/1/2020 13:24,UCR Approved,West,K3,-,38,-1,-,Not Hispanic Or Latino,-,Male,-,White, Investigated a report of suspicious individuals loitering around a construction site after hours Officers arrived and found evidence of attempted theft of construction materials
13868024687,27651,1/2/2020 8:38,UCR Approved,West,Q1,Suicide-Attempt,-1,70,Not Hispanic Or Latino,-,Female,-,White,-, Investigated a report of vandalism at a local park where playground equipment was damaged Surveillance footage is being reviewed to identify the vandals
61242657562,108503,2/28/2020 13:44,UCR Approved,Southwest,W3,RCW - 9A.52.030 | BURGLARY 2,-1,-1,Unknown,-,Unknown,-,Unknown,-," Officers conducted a traffic stop and discovered stolen property in the vehicle, linking the occupants to a recent burglary on 789 Walnut Court Both individuals were arrested, and further investigation is underway to recover additional stolen items"
12218567970,95,9/5/2022 14:40,UCR Approved,West,K2,SMC - 12A.08.060 | THEFT-OTH,48,-1,-,-,-,Male,-,Black or African American," Officers conducted a traffic stop on a vehicle displaying erratic driving behavior Upon investigation, it was determined that the driver was under the influence of alcohol They were arrested for DUI"
12179292458,38,11/10/2020 14:56,UCR Approved,West,M1,RCW - 9.41.040.1A | FIREARM POSS UNLAWFUL 1,-1,22,-,-,Male,-,White,-, Officers conducted a traffic stop on suspicion of driving under the influence The driver exhibited signs of intoxication and was arrested after failing a field sobriety test
12175014056,104,10/3/2021 12:31,UCR Approved,West,D1,RCW - 9A.52.030 | BURGLARY 2,-1,25,Unknown,-,Female,-,White,-, Officers conducted a welfare check on an elderly resident of 567 Cedar Court after neighbors expressed concern for their well-being The resident was found to be in good health and declined assistance
64633543175,99362,10/24/2020 9:38,UCR Approved,North,N3,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,55,-1,Unknown,Unknown,Unknown,Female,Unknown,Unknown, Officers discovered a stolen vehicle submerged in a nearby river during a routine patrol The vehicle matched the description of one reported stolen earlier in the month The dive team recovered the vehicle for processing
55606277165,99320,2/27/2022 15:21,UCR Approved,West,D3,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,48,-1,Unknown,Unknown,Unknown,Male,Unknown,White," Officers discovered an abandoned stolen vehicle in a remote area off the highway The vehicle, reported stolen earlier in the week, was found stripped of its parts The investigation into the theft is ongoing"
60646785800,99299,1/26/2021 14:09,UCR Approved,Southwest,F1,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,39,-1,Unknown,Not Hispanic Or Latino,Unknown,Male,Unknown,Black or African American," Officers discovered an abandoned vehicle in a secluded area on 123 Spruce Avenue Upon running the plates, it was determined to be reported stolen earlier in the week The vehicle was towed for processing"
12159813335,48,5/10/2021 15:40,UCR Approved,North,J3,SMC - 12A.08.040(A) | CRIMINAL TRESPASS - 1ST DEGREE (BUILDING),-1,39,Not Hispanic Or Latino,-,Male,-,White,-," Officers responded to a call regarding a domestic disturbance at 789 Elm Avenue Upon arrival, they found a couple arguing loudly No physical violence was observed, and both parties were advised to separate for the night"
12212718303,90,7/3/2021 12:19,UCR Approved,West,M1,Disturbance-Family-No Crime,-1,56,Hispanic Or Latino,-,Female,-,White,-, Officers responded to a report of a dog bite at 234 Cedar Avenue The victim sustained minor injuries and was treated at the scene by paramedics Animal control was notified to follow up
63795058868,108377,7/4/2022 12:41,UCR Approved,West,D2,RCW - 9A.52.030 | BURGLARY 2,74,-1,Unknown,Unknown,Unknown,Male,Unknown,White," Officers were dispatched to a burglary in progress at a warehouse on 234 Pine Drive Upon arrival, they apprehended two suspects attempting to steal merchandise Both individuals were arrested, and stolen items were recovered"
62068389357,99265,10/15/2021 14:52,UCR Approved,Southwest,F3,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,59,-1,Unknown,Hispanic Or Latino,Unknown,Female,Unknown,White, Officers were dispatched to a car dealership on 789 Pine Lane after reports of multiple vehicles being stolen from the lot Surveillance footage showed several individuals breaking into the dealership and driving off with various cars
12183018397,99,12/5/2022 11:23,UCR Approved,South,S1,Property Found,-1,-1,-,-,-,-,-,-," Officers were dispatched to a disturbance at a local park on 123 Willow Street Upon arrival, they found a group of individuals engaged in a heated argument The group was dispersed without further incident"
12238704494,33,8/23/2020 12:35,UCR Approved,West,K2,SMC - 12A.08.040(A) | CRIMINAL TRESPASS - 1ST DEGREE (BUILDING),-1,26,-,-,Male,-,Black or African American,-," Officers were dispatched to a domestic dispute at 456 Maple Avenue Upon arrival, they found a couple engaged in a physical altercation Both parties were separated, and one individual was arrested for assault"
12192353063,31,7/17/2021 14:07,UCR Approved,West,Q3,Disturbance-Other,-1,28,Not Hispanic Or Latino,-,Female,-,Black or African American,-," On May 15th, 2024, officers responded to a disturbance call at 123 Elm Street Upon arrival, they encountered two individuals engaged in a heated argument over a parking space Both parties were separated and issued warnings"
12192230207,45,5/9/2020 8:39,UCR Approved,East,E3,RCW - 9A.40.040 | KIDNAP/IMPRISON - UNLAWFUL IMPRISONMENT,34,29,-,-,Female,Male,White,White, Police received multiple reports of illegal fireworks being set off in a residential area Officers patrolled the area and issued citations to individuals found in possession of fireworks
12166238799,93,3/16/2022 13:47,UCR Approved,North,B1,Property Found,-1,-1,-,-,-,-,-,-, Police received reports of a group of individuals loitering in a parking lot on 123 Spruce Avenue and causing a disturbance Officers arrived and dispersed the crowd without incident
12202248544,35,9/25/2020 8:18,UCR Approved,East,C1,RCW - 9A.56.210 | ROBBERY 2,52,20,Unknown,Not Hispanic Or Latino,Female,Male,Black or African American,White," Police responded to a noise complaint at 567 Pine Street Upon arrival, they discovered a party with loud music and underage drinking Several citations were issued, and the party was dispersed"
62714574018,108364,11/3/2020 15:46,UCR Approved,West,D3,RCW - 9A.52.030 | BURGLARY 2,-1,-1,Not Hispanic Or Latino,-,Male,-,White,-," Police responded to a report of a break-in at a convenience store on 456 Maple Avenue The owner stated that the front door was smashed, and cash from the register was stolen Surveillance footage is being reviewed to identify the suspect"
55093045183,99283,9/17/2021 15:40,UCR Approved,West,K1,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,42,-1,Unknown,Unknown,Unknown,Male,Unknown,Black or African American," Police responded to a report of a carjacking at a gas station on 234 Willow Court The victim stated that they were approached by an armed individual who demanded their vehicle, a blue Toyota Camry, before fleeing the scene"
12154213120,106,10/14/2022 16:32,UCR Approved,South,O2,SMC - 12A.08.060 | THEFT-OTH,-1,40,-,-,Female,-,White,-," Police responded to a report of a disturbance at a local bar on 789 Walnut Street Upon arrival, they found a patron causing a disturbance and refusing to leave The individual was escorted off the premises"
12163563592,102,12/1/2022 11:24,UCR Approved,East,G3,Assist Other Agency,-1,14,Unknown,-,Female,-,Black or African American,-," Police responded to a report of a loud explosion in a residential area on 789 Oak Lane Upon investigation, it was determined to be a firework set off illegally No injuries or property damage were reported"
12165382296,97,1/26/2022 9:42,UCR Approved,North,N3,Property Found,-1,-1,-,-,-,-,-,-," Police responded to a report of a physical altercation between neighbors at 789 Cedar Avenue Both parties were interviewed, and conflicting accounts were provided No arrests were made"
55717699190,99394,2/10/2022 16:37,UCR Approved,North,B2,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,34,-1,Unknown,Not Hispanic Or Latino,Unknown,Male,Unknown,White, Police responded to a report of a stolen bicycle from a residential garage on 234 Cherry Lane The victim stated that their mountain bike was taken along with several other items Detectives are investigating possible leads
58632728023,99336,7/16/2021 8:03,UCR Approved,North,L2,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,31,-1,Unknown,Not Hispanic Or Latino,Unknown,Male,Unknown,White," Police responded to a report of a stolen delivery truck from a loading dock on 456 Elm Avenue The victim stated that the truck, loaded with merchandise, was taken while it was being unloaded"
54201466381,99313,12/12/2022 14:34,UCR Approved,Southwest,W2,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,63,-1,Unknown,Unknown,Unknown,Female,Unknown,Unknown, Police responded to a report of a stolen luxury vehicle from a valet parking lot on 234 Cedar Lane The victim stated that their black BMW X5 was taken while they were dining at a nearby restaurant
56261140836,99261,5/20/2022 9:05,UCR Approved,East,E1,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,26,-1,Unknown,Unknown,Unknown,Gender Diverse (gender non-conforming and/or transgender),Unknown,Unknown," Police responded to a report of a stolen motorcycle from a parking garage on 567 Oak Avenue The victim stated that their black Yamaha R6 was taken sometime between 8:00 AM and 5:00 PM on May 26th, 2024"
27017864217,83072,9/10/2021 11:27,UCR Approved,North,B2,SMC - 12A.08.120 | VEHICLE PROWLING,23,-1,-,Not Hispanic Or Latino,-,Female,-,White," Police responded to a report of vehicle prowling in a parking lot on 234 Cedar Avenue Several cars were found with their windows broken, and valuables such as purses, electronics, and bags were stolen from inside Officers are conducting patrols and advising residents to secure their belongings Police responded to a report of vehicle prowling in a parking lot on 234 Cedar Avenue Several cars were found with their windows broken, and valuables such as purses, electronics, and bags were stolen from inside Officers are conducting patrols and advising residents to secure their belongings"
63475437954,108432,9/22/2022 16:58,UCR Approved,East,C1,RCW - 9A.52.030 | BURGLARY 2,-1,61,Not Hispanic Or Latino,-,Male,-,White,-," Police responded to an alarm activation at a jewelry store on 234 Cherry Lane Upon arrival, they discovered evidence of a break-in, with display cases smashed and jewelry missing The scene is being processed for fingerprints and DNA evidence"
24977105626,91041,1/1/2020 16:02,UCR Approved,West,D3,SMC - 12A.08.060 | THEFT-BUILDING,30,-1,-,Not Hispanic Or Latino,-,Female,-,White," Received a report of a child left unattended in a parked car on a hot day Officers arrived and rescued the child, and the parent was cited for child endangerment"
13949934951,30907,1/2/2020 8:43,UCR Approved,North,L2,SMC - 12A.08.060 | THEFT-SHOPLIFT,-1,38,Unknown,-,Male,-,White,-, Received a report of a fraudulent charity scam targeting vulnerable individuals The case is under investigation by the fraud unit
13366673834,18037,1/1/2020 16:56,UCR Approved,East,E2,RCW - 9A.36.041 | ASSAULT - ASSAULT 4,38,41,Unknown,Unknown,Female,Male,White,White, Received a report of a fraudulent investment scheme targeting elderly residents The case is under investigation by the financial crimes unit
25581453428,92761,1/1/2020 15:15,UCR Approved,North,N3,RCW - 9A.44.050 | RAPE 2ND DEGREE,21,42,-,-,Male,Female,Black or African American,White, Received a report of a fraudulent online sale where a resident paid for goods that were never delivered The case is under investigation by the cybercrime unit
17553335091,57554,1/1/2020 13:18,UCR Approved,East,E2,SMC - 12A.16.010 | OBSTRUCTING A PUBLIC OFFICER,-1,22,Unknown,-,Female,-,White,-, Received a report of a hit-and-run accident where a vehicle struck a parked car and fled the scene Witnesses provided a description of the fleeing vehicle for further investigation
59901262748,99808,1/1/2020 16:36,UCR Approved,South,R1,SMC - 18.12.070(B) | DAMAGE TO PARK PROPERTY-NON RESIDENTIAL,-1,41,Unknown,-,Male,-,White,-, Received a report of a missing hiker in a nearby wilderness area Search and rescue teams were deployed to locate the individual
12199827775,692,1/2/2020 8:27,UCR Approved,North,B1,SMC - 11.56.020 | PRSN UNDER THE INFLUENCE OF INTOXICANTS/DRUGS,-1,33,-,-,Male,-,White,-," Received a report of a missing person last seen camping in a national park Park rangers were alerted, and a search was initiated"
17101613630,32363,1/1/2020 14:31,UCR Approved,Southwest,F2,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",49,-1,-,-,-,Male,-,White, Received a report of a missing person last seen hiking in a nearby forest Search and rescue teams were deployed to locate the individual
12815533663,11902,1/1/2020 15:56,UCR Approved,West,M3,Crisis,-1,48,Unknown,-,Male,-,Black or African American,-," Received a report of a stolen vehicle from a residential driveway The owner provided a description of the vehicle, and patrols were increased in the area to locate it"
17546345015,77274,1/2/2020 8:36,UCR Approved,Southwest,F2,SMC - 12A.16.100 | CONTEMPT OF COURT - VIOL-DV ORDER,29,26,Not Hispanic Or Latino,Unknown,Female,Male,Black or African American,White, Received a report of a suspicious individual loitering outside a convenience store Officers arrived and found the individual to be in possession of stolen merchandise
20756934209,87085,1/1/2020 14:13,UCR Approved,West,Q3,RCW - 9A.56.200 | ROBBERY 1,25,25,Unknown,Unknown,Male,Male,Unknown,White," Received a report of a suspicious vehicle parked outside a bank with occupants acting suspiciously Officers arrived and conducted a search of the vehicle, finding evidence of drug possession"
12201846921,4335,1/1/2020 14:05,UCR Approved,West,K1,SMC - 12A.08.060 | THEFT-OTH,58,-1,-,Unknown,-,Male,-,White, Responded to a call regarding a disturbance at a local park where a group of individuals were engaged in a physical altercation Officers arrived and broke up the fight
22116445770,78627,1/1/2020 13:20,UCR Approved,North,U2,SMC - 12A.08.020 | PROPERTY DESTRUCTION,59,37,-,Unknown,Male,Female,White,White, Responded to a disturbance at a movie theater where unruly patrons were causing a disturbance during a screening Management requested assistance in removing the disruptive individuals
57707928993,103281,1/1/2020 12:57,UCR Approved,-,-,SMC - 12A.08.120 | VEHICLE PROWLING,31,-1,-,Not Hispanic Or Latino,-,Female,-,White, Responded to a noise complaint at a residential address where a loud party was causing a disturbance Officers arrived and issued a warning to the occupants to keep the noise down
14482325499,25811,1/1/2020 16:49,UCR Approved,West,D2,SMC - 12A.08.115 | BURGLARY OR AUTO THEFT TOOLS,-1,31,Not Hispanic Or Latino,-,Male,-,White,-, Responded to a report of a burglary at a residential property where valuable items were stolen Officers arrived and conducted a search of the area for potential suspects
14835859840,35879,1/1/2020 16:36,UCR Approved,West,Q2,Crisis,-1,59,Unknown,-,Female,-,Black or African American,-, Responded to a report of a disturbance at a bar where intoxicated patrons were causing a disturbance Officers arrived and escorted the unruly individuals out of the establishment
16180547091,69884,1/2/2020 8:33,UCR Approved,West,K3,RCW - 9A.46.110.5A | STALKING,38,38,Not Hispanic Or Latino,-,Female,Male,Black or African American,White," Responded to a report of a disturbance at a hotel where guests were engaged in a physical altercation Officers arrived and mediated the dispute, arresting the instigator"
20011185321,97625,1/1/2020 15:23,UCR Approved,West,Q1,SMC - 12A.08.060 | THEFT-BICYCLE,50,-1,-,Not Hispanic Or Latino,-,Male,-,Native Hawaiian or Other Pacific Islander," Responded to a report of a disturbance at a nursing home where a resident was causing a disturbance Officers arrived and calmed the situation, assisting staff in de-escalating the resident"
16258140615,62865,1/1/2020 15:51,UCR Approved,West,Q1,Narcotics Activity Report (NAR),-1,-1,-,-,-,-,-,-, Responded to a report of a domestic dispute at a residence where yelling was heard from inside Officers arrived and mediated the dispute between family members
13309230290,29534,1/1/2020 14:17,UCR Approved,East,G2,RCW - 26.50.110 | VIOLATION OF NO CONTACT/PROTECTION/RESTRAINING/FOREIGN PROTECTION ORDER,43,41,Hispanic Or Latino,Not Hispanic Or Latino,Male,Male,White,White," Responded to a report of a gas leak in a residential neighborhood The area was evacuated, and the gas company was called in to repair the leak"
14320129684,27613,1/1/2020 15:59,UCR Approved,South,S1,RCW - 9A.44.050 | RAPE 2ND DEGREE,31,-1,Not Hispanic Or Latino,-,Male,Female,Black or African American,Unknown, Responded to a report of a homeless encampment in a public park Officers arrived and offered assistance to the individuals living in the encampment
12225757742,4171,1/1/2020 14:46,UCR Approved,West,D2,SMC - 12A.08.120 | VEHICLE PROWLING,35,-1,-,-,-,Male,-,Unknown, Responded to a report of a suspicious individual loitering outside a school playground Officers arrived and found the individual to be in possession of illegal drugs
19262779875,88156,1/1/2020 16:17,UCR Approved,Southwest,F3,RCW - 9A.56.200 | ROBBERY 1,39,-1,-,Not Hispanic Or Latino,Female,Male,White,Asian, Responded to a report of a suspicious individual lurking outside a residential neighborhood Officers arrived and found the individual to be in possession of burglary tools
13589402282,14276,1/1/2020 15:57,UCR Approved,East,E1,RCW - 9A.52.030 | BURGLARY 2,-1,-1,-,-,-,-,-,-," Responded to a report of a suspicious package left unattended at a bus stop The area was evacuated, and the bomb squad was called in to investigate"
13659170094,14762,1/2/2020 8:02,UCR Approved,West,Q1,RCW - 9A.56.065 | THEFT OF MOTOR VEHICLE,-1,-1,-,Unknown,-,Male,-,Unknown," Responded to a report of a suspicious package left unattended at a train station The area was evacuated, and the bomb squad was called in to investigate"
22792463745,96298,1/2/2020 8:41,UCR Approved,South,S2,SMC - 11.59.040 | REFUSAL TO GIVE INFORMATION,-1,34,Hispanic Or Latino,-,Female,-,Black or African American,-, Responded to a report of a suspicious vehicle parked outside a residential property with occupants acting suspiciously Officers arrived and found the occupants to be in possession of stolen goods
12333517786,6093,1/1/2020 13:12,UCR Approved,Southwest,F1,SMC - 12A.08.060 | THEFT-OTH,20,21,Not Hispanic Or Latino,Not Hispanic Or Latino,Male,Female,Black or African American,American Indian or Alaska Native, Responded to a report of suspicious activity in a parking lot where individuals were observed tampering with parked vehicles Officers arrived and detained the suspects for questioning
19860408827,38646,1/1/2020 13:39,UCR Approved,North,N1,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",62,-1,-,Not Hispanic Or Latino,-,Female,-,Asian, Responded to a report of trespassing at a closed construction site Officers arrived and found several individuals attempting to enter the site illegally They were cited for trespassing
12971641220,9073,1/18/2020 12:55,UCR Approved,East,G2,SMC - 12A.08.040(A) | CRIMINAL TRESPASS - 1ST DEGREE (BUILDING),39,48,Unknown,Not Hispanic Or Latino,Female,Female,Black or African American,White,A business owner reported receiving threatening letters from an anonymous sender. Police are investigating the matter to identify the culprit.
18674257112,69389,1/1/2020 8:01,UCR Approved,West,D2,SMC - 12A.08.060 | THEFT-OTH,-1,-1,-,-,Female,-,Black or African American,-,A business owner reported receiving threats from an individual demanding money in exchange for not causing harm to the establishment.
15346892992,64642,1/1/2020 8:13,UCR Approved,East,C1,RCW - 9A.52.030 | BURGLARY 2,-1,-1,-,-,Male,-,White,-,A business owner reported suspicions of embezzlement by an employee. Financial records are being audited to determine the extent of the theft.
20580099811,83922,1/1/2020 8:23,UCR Approved,West,K1,-,35,33,-,-,Male,Male,White,Unknown,A business owner was suspected of underreporting income to evade taxes. The case was referred to the IRS for further investigation.
15724473902,56790,1/1/2020 8:35,UCR Approved,South,O3,RCW - 9A.46.080 | VIO ORDER RESTRICTING CONTACT,33,26,Unknown,Unknown,Male,Female,Black or African American,White,A business reported receiving counterfeit currency as payment for goods. Surveillance footage is being reviewed to identify the suspect.
15775501031,49803,1/1/2020 8:45,UCR Approved,Southwest,F3,Disturbance-Family-No Crime,-1,53,Not Hispanic Or Latino,-,Male,-,White,-,"A child was found wandering alone in a busy intersection. Child protective services were notified, and the child was placed in protective custody."
19793187370,97288,1/1/2020 8:58,UCR Approved,North,J1,RCW - 9A.36.041 | ASSAULT - ASSAULT 4,41,36,Not Hispanic Or Latino,Not Hispanic Or Latino,Female,Female,White,White,A company reported suspicions of embezzlement by an employee. Financial records are being audited to determine the extent of the theft.
14822317064,52510,1/1/2020 9:11,UCR Approved,East,G1,RCW - 9A.36.041 | ASSAULT - ASSAULT 4,52,63,Unknown,Unknown,Male,Female,Black or African American,White,A family reported their teenager missing after not returning home from school. An investigation was launched to locate the missing individual.
20343399798,66787,1/1/2020 9:16,UCR Approved,West,D3,RCW - 9A.36.041 | ASSAULT - ASSAULT 4,37,57,Not Hispanic Or Latino,-,Male,Female,White,White,A group of individuals was observed loitering outside a closed business late at night. Officers instructed them to disperse.
12140465981,701,8/11/2022 9:48,UCR Approved,East,E2,RCW - 9A.36.080 | HATE CRIME OFFENSE,27,40,Unknown,-,Male,Female,Black or African American,Black or African American,A group of suspects surrounded the victim and made racially charged threats while brandishing weapons.
18869154437,90632,2/3/2021 16:02,UCR Approved,North,N3,RCW - 9A.36.080 | HATE CRIME OFFENSE,24,44,Not Hispanic Or Latino,-,Male,Male,American Indian or Alaska Native,Asian,A group of suspects surrounded the victim and their friends in a public park. They made racially charged threats and threw rocks at them. The victim and their friends managed to escape without serious injury but were left traumatized by the encounter.
19254149012,28024,1/1/2020 9:24,UCR Approved,Southwest,F3,SMC - 12A.08.120 | VEHICLE PROWLING,49,-1,-,-,-,Unknown,-,Unknown,A highly intoxicated individual was causing a disturbance in a public park. Officers arrived and escorted the individual to a sobering center.
61068957759,103230,1/1/2020 9:28,UCR Approved,South,O2,RCW - 9.41.040.2A | FIREARM POSS UNLAWFUL 2,-1,67,Unknown,-,Unknown,-,Unknown,-,A homeless individual was found sleeping in a restricted area of a public park after hours. The individual was escorted off the premises without further incident.
13154879480,6941,1/1/2020 9:44,UCR Approved,North,L2,SMC - 12A.08.060 | THEFT-SHOPLIFT,-1,-1,-,-,-,-,-,-,A motorist reported being forcibly removed from their vehicle by an armed suspect. The suspect fled the scene with the stolen vehicle.
17192802637,42842,1/1/2020 9:54,UCR Approved,OOJ,OOJ,"RCW - 9A.60 | FRAUD, IDENTITY THEFT",52,-1,-,Not Hispanic Or Latino,-,Female,-,White,"A parent reported their child missing and suspected abduction by a non-custodial parent. An Amber Alert was issued, and the investigation is ongoing."
14217671134,26181,1/1/2020 10:07,UCR Approved,South,R3,Narcotics Activity Report (NAR),-1,-1,-,-,-,-,-,-,"A parked vehicle was struck by another car, causing significant damage to the rear bumper. Witnesses were able to provide a description of the fleeing vehicle."
23315582892,79213,1/1/2020 10:19,UCR Approved,East,C2,SMC - 12A.08.120 | VEHICLE PROWLING,30,-1,-,Not Hispanic Or Latino,-,Male,-,White,"A pedestrian was struck by a vehicle while crossing the street. The driver remained at the scene, and the victim was transported to the hospital."
